Date,Close/Last,Volume,Open,High,Low
11/28/2022,$4.3492,14267572,$4.2857,$4.4127,$4.2698
11/25/2022,$4.4048,7201454,$4.4444,$4.4921,$4.3651
11/23/2022,$4.3571,14642901,$4.2619,$4.3571,$4.2262
11/22/2022,$4.3175,24331910,$4.254,$4.3333,$4.2063
11/21/2022,$4.5159,17602691,$4.4365,$4.5278,$4.3743
11/18/2022,$4.4365,17279463,$4.5238,$4.5317,$4.3929
11/17/2022,$4.4762,21386433,$4.4127,$4.4841,$4.3436
11/16/2022,$4.5317,16671917,$4.627,$4.6905,$4.4762
11/15/2022,$4.7063,10317181,$4.7063,$4.7698,$4.6786
11/14/2022,$4.6746,22880970,$4.627,$4.7619,$4.6111
11/11/2022,$4.6429,30076112,$4.4365,$4.6786,$4.4127
11/10/2022,$4.2302,21856098,$4.246,$4.3214,$4.1587
11/09/2022,$4.3651,23067639,$4.3571,$4.4603,$4.3095
11/08/2022,$4.2063,18957405,$4.1032,$4.246,$4.0952
11/07/2022,$4.1032,19161916,$4.1746,$4.1984,$4.0556
11/04/2022,$4.2302,16197413,$4.2381,$4.3306,$4.1587
11/03/2022,$3.9683,10494511,$3.9286,$4.0238,$3.9008
11/02/2022,$3.8889,8201126,$4.0714,$4.0714,$3.881
11/01/2022,$4.0714,21495801,$4.00,$4.1111,$3.9246
10/31/2022,$3.9524,17452121,$3.7778,$3.9881,$3.7579
10/28/2022,$3.8254,24330449,$3.8651,$3.8849,$3.6865
10/27/2022,$3.9683,18558452,$3.9127,$4.0556,$3.8452
10/26/2022,$3.9444,16661597,$3.9444,$4.0317,$3.9048
10/25/2022,$3.9762,11491291,$3.9762,$4.0516,$3.9524
10/24/2022,$4.0317,13090934,$4.0238,$4.0635,$3.9763
10/21/2022,$4.127,17597223,$3.9921,$4.1865,$3.9643
10/20/2022,$4.00,15621770,$3.8651,$4.0556,$3.8532
10/19/2022,$3.8651,11360372,$3.9206,$3.9602,$3.8571
10/18/2022,$3.9286,11578653,$3.9524,$3.9802,$3.8571
10/17/2022,$3.8492,9905244,$3.8254,$3.8889,$3.8175
10/14/2022,$3.7698,11291843,$3.8968,$3.9127,$3.746
10/13/2022,$3.9127,12932363,$3.8016,$3.9524,$3.7624
10/12/2022,$3.8333,5783418,$3.9127,$3.9127,$3.8095
10/11/2022,$3.9127,9253069,$3.8968,$3.9683,$3.8571
10/10/2022,$3.9048,11897231,$3.9444,$3.9683,$3.9048
10/07/2022,$3.873,20204994,$3.8889,$3.9881,$3.8571
10/06/2022,$3.9048,12239343,$3.881,$3.9444,$3.8651
10/05/2022,$3.873,12747369,$3.8849,$3.9206,$3.8016
10/04/2022,$3.9286,15897080,$3.9365,$4.00,$3.881
10/03/2022,$3.8571,15081822,$3.7937,$3.9127,$3.7698
09/30/2022,$3.5873,12924777,$3.4603,$3.6587,$3.4444
09/29/2022,$3.4841,16212080,$3.4683,$3.504,$3.4048
09/28/2022,$3.5397,13445737,$3.5079,$3.5675,$3.496
09/27/2022,$3.5317,14427957,$3.4841,$3.5794,$3.4722
09/26/2022,$3.4127,20833936,$3.5873,$3.623,$3.4048
09/23/2022,$3.6905,16933077,$3.6905,$3.7063,$3.6151
09/22/2022,$3.8254,17244209,$3.7857,$3.8571,$3.7659
09/21/2022,$3.6905,15003614,$3.7381,$3.8016,$3.6825
09/20/2022,$3.6905,17952807,$3.6508,$3.7222,$3.6429
09/19/2022,$3.746,24782511,$3.4603,$3.7619,$3.4365
09/16/2022,$3.4841,18095112,$3.4444,$3.5079,$3.4206
09/15/2022,$3.4683,15569593,$3.4921,$3.5317,$3.4444
09/14/2022,$3.50,28946963,$3.5952,$3.6189,$3.4524
09/13/2022,$3.627,15810077,$3.7302,$3.7857,$3.619
09/12/2022,$3.8333,15203223,$3.8651,$3.8889,$3.7937
09/09/2022,$3.8016,45876776,$3.6825,$3.8016,$3.6825
09/08/2022,$3.619,15514594,$3.6667,$3.7143,$3.5794
09/07/2022,$3.6984,12617879,$3.6111,$3.7143,$3.5238
09/06/2022,$3.6508,12540534,$3.7302,$3.7381,$3.627
09/02/2022,$3.6825,17563619,$3.6429,$3.7381,$3.5873
09/01/2022,$3.5476,16059317,$3.5635,$3.5714,$3.4484
08/31/2022,$3.5794,17887502,$3.6429,$3.6706,$3.5794
08/30/2022,$3.6587,17068476,$3.7857,$3.7937,$3.6587
08/29/2022,$3.7778,13060001,$3.754,$3.8413,$3.7381
08/26/2022,$3.7619,15732536,$3.873,$3.8968,$3.754
08/25/2022,$3.8651,18521181,$3.8175,$3.8651,$3.7857
08/24/2022,$3.8016,20917172,$3.7698,$3.8492,$3.754
08/23/2022,$3.8571,24405532,$3.6508,$3.8571,$3.6349
08/22/2022,$3.5794,20996325,$3.5714,$3.619,$3.5317
08/19/2022,$3.6508,22660911,$3.6667,$3.6825,$3.5913
08/18/2022,$3.7302,18549342,$3.8254,$3.8492,$3.6985
08/17/2022,$3.8095,21243083,$3.7143,$3.8413,$3.6825
08/16/2022,$3.7857,26571598,$3.9286,$3.9524,$3.7063
08/15/2022,$4.0476,15236159,$3.9841,$4.0556,$3.9365
08/12/2022,$4.0714,17880748,$4.0397,$4.1111,$4.0159
08/11/2022,$3.9524,18835815,$4.0079,$4.0675,$3.9444
08/10/2022,$4.00,25138046,$4.00,$4.0377,$3.9524
08/09/2022,$3.9365,18696510,$3.873,$3.9365,$3.8333
08/08/2022,$3.881,21654284,$3.8413,$3.9127,$3.8175
08/05/2022,$3.8175,19736879,$3.6825,$3.8318,$3.6548
08/04/2022,$3.6825,22651524,$3.5397,$3.7302,$3.504
08/03/2022,$3.5238,18906829,$3.6032,$3.6349,$3.4881
08/02/2022,$3.6905,26244363,$3.627,$3.7222,$3.5655
08/01/2022,$3.6429,26248358,$3.6905,$3.7063,$3.6032
07/29/2022,$3.746,21928435,$3.6746,$3.7937,$3.6746
07/28/2022,$3.7302,15245219,$3.7302,$3.7698,$3.6468
07/27/2022,$3.6349,18787935,$3.619,$3.6587,$3.5317
07/26/2022,$3.5952,13944004,$3.6111,$3.631,$3.5238
07/25/2022,$3.5952,18700630,$3.5397,$3.627,$3.504
07/22/2022,$3.4365,16829253,$3.5873,$3.6349,$3.4286
07/21/2022,$3.4683,20404692,$3.4206,$3.4802,$3.3595
07/20/2022,$3.4683,16238930,$3.4603,$3.5159,$3.4048
07/19/2022,$3.5238,13733244,$3.4365,$3.5476,$3.4206
07/18/2022,$3.4286,20931397,$3.50,$3.5543,$3.3968
07/15/2022,$3.4524,33654638,$3.2698,$3.4603,$3.246
07/14/2022,$3.2302,24614490,$3.2778,$3.2778,$3.1905
07/13/2022,$3.4286,21041937,$3.3571,$3.5079,$3.3333
07/12/2022,$3.3492,23480125,$3.2857,$3.4325,$3.2698
07/11/2022,$3.381,17708216,$3.381,$3.4484,$3.373
07/08/2022,$3.5159,18263158,$3.5714,$3.5714,$3.4444
07/07/2022,$3.4841,36632811,$3.4286,$3.5159,$3.4206
07/06/2022,$3.254,23452581,$3.2063,$3.2778,$3.127
07/05/2022,$3.2222,25717053,$3.2222,$3.2302,$3.1349
07/01/2022,$3.3413,21378962,$3.2976,$3.369,$3.1985
06/30/2022,$3.4048,25234095,$3.4127,$3.4737,$3.3333
06/29/2022,$3.5238,16932926,$3.5714,$3.5794,$3.4841
06/28/2022,$3.5317,24298092,$3.627,$3.6666,$3.50
06/27/2022,$3.5714,23977321,$3.5397,$3.6429,$3.5159
06/24/2022,$3.4921,26036174,$3.4365,$3.5397,$3.369
06/23/2022,$3.3571,37405355,$3.5714,$3.5754,$3.3095
06/22/2022,$3.4921,25062824,$3.4762,$3.5556,$3.4405
06/21/2022,$3.6587,22594912,$3.6825,$3.7222,$3.627
06/17/2022,$3.6429,47228491,$3.7222,$3.7857,$3.6032
06/16/2022,$3.7698,13843569,$3.9127,$3.9444,$3.7143
06/15/2022,$3.9762,33351570,$3.9444,$4.0516,$3.8978
06/14/2022,$3.9048,16030892,$4.0079,$4.0079,$3.881
06/13/2022,$4.0079,22467236,$4.127,$4.1508,$3.9206
06/10/2022,$4.3571,23215878,$4.2857,$4.4048,$4.2341
06/09/2022,$4.4365,21656275,$4.5873,$4.5873,$4.4365
06/08/2022,$4.6746,25613418,$4.9286,$4.9365,$4.6667
06/07/2022,$4.9841,16760066,$4.9206,$4.9841,$4.869
06/06/2022,$4.9921,13381590,$5.0635,$5.0714,$4.9524
06/03/2022,$4.9841,13649202,$4.9603,$5.0317,$4.9286
06/02/2022,$5.0159,17331212,$4.8889,$5.0714,$4.8763
06/01/2022,$4.8016,17774517,$4.873,$4.8889,$4.7817
05/31/2022,$4.8413,13408050,$4.9206,$4.9405,$4.7778
05/27/2022,$4.9048,16384347,$4.873,$4.9587,$4.8492
05/26/2022,$4.8333,21630974,$4.7143,$4.8492,$4.6984
05/25/2022,$4.7381,19538669,$4.6905,$4.7619,$4.6508
05/24/2022,$4.7619,15892178,$4.6825,$4.7778,$4.5673
05/23/2022,$4.7302,16396418,$4.6984,$4.8016,$4.6746
05/20/2022,$4.5556,21813006,$4.50,$4.5833,$4.4365
05/19/2022,$4.3333,18517615,$4.246,$4.4127,$4.2341
05/18/2022,$4.1667,16470115,$4.3492,$4.3651,$4.1548
05/17/2022,$4.4683,13701769,$4.4841,$4.5397,$4.4167
05/16/2022,$4.4048,16494609,$4.373,$4.4603,$4.3413
05/13/2022,$4.3413,19785918,$4.2063,$4.3849,$4.2063
05/12/2022,$4.1905,31652964,$4.1032,$4.2341,$4.0556
05/11/2022,$4.1349,20796111,$4.1508,$4.2738,$4.0826
05/10/2022,$4.0397,23714888,$4.1667,$4.1905,$3.9286
05/09/2022,$4.2063,25820474,$4.2222,$4.2976,$4.1607
05/06/2022,$4.3651,26119926,$4.3254,$4.4921,$4.2223
05/05/2022,$4.4048,32637238,$4.4127,$4.496,$4.1508
05/04/2022,$4.3968,22429676,$4.2857,$4.4286,$4.2063
05/03/2022,$4.4048,22636996,$4.3492,$4.4365,$4.2937
05/02/2022,$4.2937,27670091,$4.3968,$4.4206,$4.1667
04/29/2022,$4.50,28639460,$4.7222,$4.7698,$4.4558
04/28/2022,$4.6508,25961821,$4.3968,$4.6746,$4.373
04/27/2022,$4.4444,30232742,$4.3492,$4.5476,$4.3214
04/26/2022,$4.2143,27417146,$4.3968,$4.4048,$4.2063
04/25/2022,$4.4524,18940131,$4.4762,$4.50,$4.2778
04/22/2022,$4.6508,33756685,$4.8333,$4.8413,$4.5952
04/21/2022,$4.7857,21656628,$4.9603,$4.9603,$4.6984
04/20/2022,$4.9603,12715932,$5.0873,$5.1151,$4.9206
04/19/2022,$5.1349,14376058,$5.0079,$5.1349,$4.9762
04/18/2022,$4.9841,13481534,$4.9524,$5.0714,$4.9325
04/14/2022,$4.9127,9600445,$4.9841,$5.0198,$4.881
04/13/2022,$5.0079,8924909,$4.9524,$5.0238,$4.9206
04/12/2022,$4.9524,12071054,$5.0317,$5.0476,$4.9365
04/11/2022,$4.9127,8914014,$4.9206,$4.9683,$4.873
04/08/2022,$4.9365,14581816,$4.8413,$4.9812,$4.7937
04/07/2022,$4.8968,16910989,$4.9603,$5.00,$4.7858
04/06/2022,$4.9921,13050047,$5.0238,$5.0794,$4.9127
04/05/2022,$5.0794,16011084,$5.119,$5.2262,$5.0516
04/04/2022,$5.1429,9244886,$5.2222,$5.254,$5.127
04/01/2022,$5.1667,12520634,$5.2143,$5.2421,$5.0833
03/31/2022,$5.1032,10961011,$5.1349,$5.1627,$5.0635
03/30/2022,$5.0714,14512881,$4.9841,$5.0873,$4.9643
03/29/2022,$4.9762,13622439,$5.0317,$5.0714,$4.9167
03/28/2022,$5.0556,13817500,$5.119,$5.119,$4.9921
03/25/2022,$5.0873,26795941,$5.0873,$5.1786,$5.0278
03/24/2022,$5.0476,21361422,$4.8651,$5.0873,$4.8413
03/23/2022,$4.881,10411461,$4.8651,$4.9888,$4.8651
03/22/2022,$4.8016,13139292,$4.8571,$4.8627,$4.746
03/21/2022,$4.8333,14529362,$4.8571,$4.9286,$4.8016
03/18/2022,$4.7381,17195018,$4.5952,$4.746,$4.5714
03/17/2022,$4.627,11688431,$4.5159,$4.6508,$4.4643
03/16/2022,$4.3571,12539535,$4.373,$4.4602,$4.231
03/15/2022,$4.2619,16744102,$4.3492,$4.369,$4.2381
03/14/2022,$4.4444,18146394,$4.6746,$4.6905,$4.4206
03/11/2022,$4.6825,19405184,$4.7381,$4.7937,$4.6746
03/10/2022,$4.746,15498000,$4.5079,$4.7619,$4.50
03/09/2022,$4.5317,13066918,$4.3889,$4.5437,$4.369
03/08/2022,$4.3571,18628293,$4.5159,$4.5317,$4.3135
03/07/2022,$4.4603,21421764,$4.6111,$4.6786,$4.4445
03/04/2022,$4.5873,24481245,$4.4286,$4.5952,$4.4019
03/03/2022,$4.4603,23960059,$4.4603,$4.50,$4.3968
03/02/2022,$4.2222,21019673,$3.9921,$4.2381,$3.9524
03/01/2022,$3.9286,13582019,$3.873,$4.0079,$3.873
02/28/2022,$3.8651,10473459,$3.7857,$3.881,$3.7778
02/25/2022,$3.8571,21141842,$3.6508,$3.881,$3.6429
02/24/2022,$3.7381,22627319,$3.7619,$3.7659,$3.6071
02/23/2022,$3.8889,14096199,$3.8794,$3.9524,$3.8333
02/22/2022,$3.9841,12982410,$3.9841,$4.0317,$3.9206
02/18/2022,$3.9524,9113488,$4.00,$4.0317,$3.9365
02/17/2022,$3.9841,14309883,$4.119,$4.119,$3.9762
02/16/2022,$4.254,8454838,$4.254,$4.3214,$4.1984
02/15/2022,$4.2381,8386463,$4.2302,$4.2659,$4.1587
02/14/2022,$4.2222,12198985,$4.2778,$4.2857,$4.1588
02/11/2022,$4.2302,24768588,$4.2778,$4.3611,$4.1984
02/10/2022,$4.3651,14646202,$4.3968,$4.4762,$4.3413
02/09/2022,$4.3889,8805320,$4.3333,$4.4172,$4.3095
02/08/2022,$4.3492,8954030,$4.2937,$4.3571,$4.2698
02/07/2022,$4.381,8109874,$4.3095,$4.4206,$4.2778
02/04/2022,$4.2778,7361143,$4.2381,$4.2937,$4.2063
02/03/2022,$4.2698,7425887,$4.2857,$4.3571,$4.254
02/02/2022,$4.3651,10622545,$4.3095,$4.3651,$4.2619
02/01/2022,$4.3413,13925041,$4.119,$4.3413,$4.119
01/31/2022,$4.1508,8066514,$4.119,$4.1825,$4.0952
01/28/2022,$4.127,14541168,$4.1587,$4.1746,$4.0397
01/27/2022,$4.0794,13405064,$4.1032,$4.1746,$4.0397
01/26/2022,$4.0714,14679491,$4.0794,$4.1548,$4.0317
01/25/2022,$3.9921,14003904,$3.9683,$4.0159,$3.8968
01/24/2022,$4.0159,19571907,$3.9484,$4.0317,$3.8413
01/21/2022,$3.9683,12741069,$4.0952,$4.0952,$3.9603
01/20/2022,$4.1429,10476939,$4.2381,$4.2778,$4.1349
01/19/2022,$4.2143,12587513,$4.1746,$4.2302,$4.1508
01/18/2022,$4.0397,13033704,$4.0556,$4.0794,$3.9604
01/14/2022,$4.0556,6325683,$4.0317,$4.0795,$4.0119
01/13/2022,$4.0635,13718918,$4.127,$4.1746,$4.0476
01/12/2022,$4.1508,12560819,$4.1032,$4.1667,$4.0278
01/11/2022,$4.0079,10739561,$3.9444,$4.0119,$3.9127
01/10/2022,$3.8492,7581419,$3.8651,$3.9008,$3.8036
01/07/2022,$3.8651,8531369,$3.7619,$3.873,$3.75
01/06/2022,$3.7778,8859849,$3.8651,$3.8651,$3.746
01/05/2022,$3.7698,16299461,$3.8889,$3.9325,$3.7698
01/04/2022,$3.8571,8642021,$3.8254,$3.8968,$3.8016
01/03/2022,$3.8254,8164384,$3.8889,$3.9127,$3.8135
12/31/2021,$3.9048,5882357,$3.8571,$3.9206,$3.8175
12/30/2021,$3.881,5532063,$3.8651,$3.9246,$3.8532
12/29/2021,$3.7778,6332917,$3.8016,$3.8175,$3.754
12/28/2021,$3.8175,6841093,$3.7778,$3.8333,$3.7619
12/27/2021,$3.8254,7397811,$3.7778,$3.8373,$3.7382
12/23/2021,$3.7619,11392897,$3.7778,$3.7778,$3.7171
12/22/2021,$3.8254,6536738,$3.746,$3.8413,$3.7381
12/21/2021,$3.8095,10998067,$3.7937,$3.8492,$3.7698
12/20/2021,$3.746,12966231,$3.8571,$3.8651,$3.7222
12/17/2021,$4.0159,9453891,$4.0476,$4.0675,$3.9921
12/16/2021,$4.127,10216520,$4.0714,$4.1429,$4.0476
12/15/2021,$4.0397,11351414,$4.0635,$4.0714,$3.8968
12/14/2021,$4.0635,12330252,$4.0952,$4.1429,$4.0238
12/13/2021,$4.0794,10963067,$4.1667,$4.1905,$4.0476
12/10/2021,$4.1429,7657806,$4.1429,$4.1746,$4.1111
12/09/2021,$4.0714,5442202,$4.0635,$4.1071,$4.0238
12/08/2021,$4.119,6371612,$4.119,$4.1667,$4.1032
12/07/2021,$4.0635,8973964,$4.0476,$4.1111,$4.0238
12/06/2021,$3.9444,9068202,$3.9524,$4.00,$3.9167
12/03/2021,$3.8651,10942200,$3.9286,$4.00,$3.8095
12/02/2021,$3.8333,9164320,$3.7381,$3.8571,$3.7381
12/01/2021,$3.6111,9261277,$3.7302,$3.8056,$3.6032
11/30/2021,$3.5873,11792090,$3.6746,$3.7262,$3.5238
11/29/2021,$3.619,7398695,$3.6825,$3.6825,$3.6071
11/26/2021,$3.6111,6509414,$3.5873,$3.6155,$3.5238
11/24/2021,$3.6587,7882128,$3.5635,$3.6706,$3.5556
11/23/2021,$3.5952,9990356,$3.6508,$3.6786,$3.5437
11/22/2021,$3.5714,11404764,$3.5397,$3.627,$3.5198
11/19/2021,$3.4762,8810815,$3.4841,$3.5317,$3.4643
11/18/2021,$3.4365,8590564,$3.5397,$3.5556,$3.4365
11/17/2021,$3.6111,7957953,$3.6746,$3.6984,$3.5794
11/16/2021,$3.6508,8673280,$3.6587,$3.6745,$3.5952
11/15/2021,$3.6587,3587109,$3.6905,$3.7063,$3.6111
11/12/2021,$3.6746,15651165,$3.6111,$3.746,$3.6032
11/11/2021,$3.6587,11538610,$3.5952,$3.6984,$3.5873
11/10/2021,$3.3968,5994776,$3.4206,$3.4683,$3.3571
11/09/2021,$3.4524,11952191,$3.4444,$3.4881,$3.3832
11/08/2021,$3.381,14086233,$3.3333,$3.4365,$3.3235
11/05/2021,$3.5159,10869067,$3.5794,$3.5952,$3.4921
11/04/2021,$3.5714,10184060,$3.6349,$3.6627,$3.5397
11/03/2021,$3.627,14658525,$3.619,$3.6947,$3.5794
11/02/2021,$3.6111,7393996,$3.6349,$3.6508,$3.581
11/01/2021,$3.7063,7394685,$3.6905,$3.7302,$3.6349
10/29/2021,$3.754,10453453,$3.7698,$3.8333,$3.7262
10/28/2021,$3.8175,7099795,$3.8571,$3.8968,$3.8016
10/27/2021,$3.873,20131889,$4.0238,$4.0317,$3.8413
10/26/2021,$3.9683,11392630,$3.9683,$3.9761,$3.881
10/25/2021,$3.9683,9149611,$3.7778,$3.996,$3.7698
10/22/2021,$3.7143,14706846,$3.6984,$3.754,$3.5873
10/21/2021,$3.6984,10956719,$3.7778,$3.7817,$3.5675
10/20/2021,$3.881,8886850,$3.8571,$3.9484,$3.8413
10/19/2021,$3.9127,11472548,$4.0397,$4.0397,$3.869
10/18/2021,$4.0397,7811071,$3.9444,$4.0476,$3.8968
10/15/2021,$4.0635,8925796,$4.0159,$4.1007,$4.0079
10/14/2021,$4.0238,11647526,$3.9762,$4.0635,$3.9405
10/13/2021,$3.9524,8967126,$3.8175,$3.9881,$3.8175
10/12/2021,$3.8571,3267593,$3.8889,$3.9365,$3.8492
10/11/2021,$3.8651,8574435,$3.9683,$4.00,$3.8571
10/08/2021,$3.8889,5144778,$3.9524,$3.9802,$3.881
10/07/2021,$3.8492,13747822,$3.7698,$3.9167,$3.7619
10/06/2021,$3.7937,13401864,$3.8175,$3.873,$3.7024
10/05/2021,$3.881,10141819,$3.9683,$3.9921,$3.877
10/04/2021,$3.9365,11232967,$3.9841,$4.0714,$3.9246
10/01/2021,$4.0635,18041965,$3.9841,$4.0952,$3.9444
09/30/2021,$3.9048,15912804,$3.9048,$4.0595,$3.8889
09/29/2021,$3.7778,21036519,$3.8254,$3.8254,$3.7143
09/28/2021,$3.7698,23750269,$3.881,$3.8889,$3.746
09/27/2021,$3.9365,24685176,$3.9048,$3.9921,$3.8571
09/24/2021,$3.9206,15939554,$3.881,$3.9683,$3.8651
09/23/2021,$4.00,25053096,$3.7381,$4.0476,$3.7302
09/22/2021,$3.7698,17660727,$3.8175,$3.8929,$3.7619
09/21/2021,$3.5873,12472895,$3.5873,$3.6032,$3.4722
09/20/2021,$3.5873,16886570,$3.5556,$3.5913,$3.4445
09/17/2021,$3.6746,16557521,$3.8175,$3.8373,$3.6667
09/16/2021,$3.9286,11271196,$4.0397,$4.0556,$3.9048
09/15/2021,$4.1032,14362841,$4.1032,$4.1508,$4.0714
09/14/2021,$4.1429,8448672,$4.1905,$4.1905,$4.0952
09/13/2021,$4.1587,11492126,$4.2302,$4.2382,$4.119
09/10/2021,$4.0714,5757223,$4.1984,$4.25,$4.0714
09/09/2021,$4.1349,14297157,$4.0873,$4.1905,$4.0159
09/08/2021,$3.9841,19423971,$4.2302,$4.2341,$3.9763
09/07/2021,$4.2302,5965617,$4.2063,$4.2857,$4.1667
09/03/2021,$4.1349,8748902,$4.2302,$4.25,$4.1349
09/02/2021,$4.1667,17653746,$4.2698,$4.3175,$4.1429
09/01/2021,$4.2857,6290820,$4.1825,$4.3413,$4.1706
08/31/2021,$4.3016,8706524,$4.3571,$4.3571,$4.2778
08/30/2021,$4.3413,9460033,$4.381,$4.4048,$4.3056
08/27/2021,$4.4048,6410705,$4.3254,$4.4087,$4.2937
08/26/2021,$4.2619,6875502,$4.3016,$4.3413,$4.2302
08/25/2021,$4.3889,6791850,$4.3492,$4.3968,$4.3016
08/24/2021,$4.3254,10601166,$4.2698,$4.3651,$4.2381
08/23/2021,$4.0873,6401991,$4.0873,$4.1429,$4.0516
08/20/2021,$4.0397,6367157,$4.0159,$4.0833,$3.9683
08/19/2021,$4.0476,10169467,$4.0714,$4.0992,$4.0079
08/18/2021,$4.2302,16284391,$4.2619,$4.3333,$4.2222
08/17/2021,$4.3333,7510448,$4.4286,$4.4484,$4.2817
08/16/2021,$4.5317,8443737,$4.627,$4.627,$4.496
08/13/2021,$4.7222,7247802,$4.754,$4.7619,$4.6667
08/12/2021,$4.7619,18275443,$4.8254,$4.8651,$4.75
08/11/2021,$4.8571,14548350,$4.8571,$4.873,$4.7302
08/10/2021,$4.8175,11064544,$4.6905,$4.8492,$4.6667
08/09/2021,$4.6746,6991958,$4.627,$4.6984,$4.5714
08/06/2021,$4.7063,8140128,$4.7302,$4.7381,$4.627
08/05/2021,$4.6667,12992578,$4.7698,$4.7937,$4.5913
08/04/2021,$4.7778,10328306,$4.8175,$4.869,$4.6587
08/03/2021,$4.754,11156563,$4.6587,$4.7897,$4.5516
08/02/2021,$4.6984,8484655,$4.7778,$4.8095,$4.6746
07/30/2021,$4.7063,8741542,$4.8016,$4.873,$4.6746
07/29/2021,$4.8651,11584015,$4.8016,$4.873,$4.7778
07/28/2021,$4.7222,5602499,$4.7143,$4.754,$4.6349
07/27/2021,$4.6825,10676731,$4.7698,$4.7738,$4.6032
07/26/2021,$4.8254,11782744,$4.6905,$4.8413,$4.6825
07/23/2021,$4.6349,11179291,$4.6667,$4.7143,$4.627
07/22/2021,$4.619,10351338,$4.5952,$4.6508,$4.5238
07/21/2021,$4.619,10401815,$4.4603,$4.6349,$4.4444
07/20/2021,$4.4444,9919176,$4.373,$4.4841,$4.3095
07/19/2021,$4.4206,11762905,$4.3492,$4.4286,$4.2937
07/16/2021,$4.5397,12095418,$4.619,$4.6389,$4.4881
07/15/2021,$4.6111,12054182,$4.6667,$4.746,$4.5476
07/14/2021,$4.6508,16331376,$4.754,$4.8413,$4.6071
07/13/2021,$4.627,12760146,$4.6825,$4.6905,$4.6032
07/12/2021,$4.627,9736249,$4.4762,$4.6468,$4.4524
07/09/2021,$4.5317,9990580,$4.4524,$4.5635,$4.4127
07/08/2021,$4.3651,10152389,$4.3889,$4.423,$4.2875
07/07/2021,$4.5317,8405892,$4.5317,$4.6032,$4.469
07/06/2021,$4.4762,15031069,$4.50,$4.5595,$4.4365
07/02/2021,$4.619,9372888,$4.5873,$4.6746,$4.5397
07/01/2021,$4.5159,14195185,$4.7302,$4.7381,$4.4921
06/30/2021,$4.6825,25248535,$4.7778,$4.7778,$4.6429
06/29/2021,$4.8254,45278238,$4.9365,$4.9444,$4.754
06/28/2021,$4.8889,17096574,$4.9444,$4.9524,$4.8016
06/25/2021,$4.8968,14857945,$4.9921,$5.0317,$4.8968
06/24/2021,$4.9365,16541960,$4.8254,$5.0159,$4.7779
06/23/2021,$4.7381,11744500,$4.754,$4.8095,$4.7143
06/22/2021,$4.7302,18512348,$4.6825,$4.7698,$4.6429
06/21/2021,$4.7063,14583366,$4.5317,$4.75,$4.5079
06/18/2021,$4.5635,18398772,$4.6111,$4.6508,$4.5159
06/17/2021,$4.5317,34507910,$4.7063,$4.7063,$4.5079
06/16/2021,$4.7302,24254924,$4.9524,$4.9603,$4.6905
06/15/2021,$5.0079,11925434,$5.00,$5.0238,$4.8912
06/14/2021,$5.0238,9308743,$5.1111,$5.119,$5.00
06/11/2021,$5.1032,11596163,$5.1032,$5.1151,$5.0179
06/10/2021,$5.0317,11879161,$5.0397,$5.0635,$4.9643
06/09/2021,$5.00,18467391,$4.9365,$5.0794,$4.9206
06/08/2021,$4.9444,11704756,$5.0317,$5.0714,$4.9365
06/07/2021,$5.0079,11355216,$5.0317,$5.0635,$4.9643
06/04/2021,$5.127,15314015,$5.2222,$5.2302,$5.0873
06/03/2021,$5.119,6878250,$5.1587,$5.1667,$5.0556
06/02/2021,$5.2302,14934125,$5.1905,$5.3095,$5.1746
06/01/2021,$5.254,16356400,$5.1508,$5.2698,$5.1111
05/28/2021,$4.9603,16732271,$4.9683,$5.0397,$4.8889
05/27/2021,$5.0397,29717352,$4.9524,$5.0873,$4.9206
05/26/2021,$4.8492,19318370,$4.7381,$4.8889,$4.7222
05/25/2021,$4.8016,20834490,$4.9841,$4.9921,$4.7738
05/24/2021,$4.8889,52156188,$4.9365,$4.9683,$4.873
05/21/2021,$5.0238,20609870,$5.1667,$5.2221,$4.9921
05/20/2021,$5.1905,15719016,$5.3254,$5.3373,$5.1627
05/19/2021,$5.3175,27943158,$5.254,$5.3968,$5.127
05/18/2021,$5.4048,27255463,$5.3571,$5.4563,$5.3095
05/17/2021,$5.3095,21959834,$5.1746,$5.3492,$5.1627
05/14/2021,$5.2222,33211508,$5.2857,$5.3135,$5.1149
05/13/2021,$5.3333,38611893,$5.4048,$5.5794,$5.3016
05/12/2021,$5.4921,33828014,$5.6508,$5.7063,$5.4524
05/11/2021,$5.7619,44131222,$5.4286,$5.7679,$5.3968
05/10/2021,$5.5079,31879323,$5.6429,$5.6667,$5.4921
05/07/2021,$5.4921,26450323,$5.4365,$5.5278,$5.373
05/06/2021,$5.4365,33852962,$5.1984,$5.4444,$5.1905
05/05/2021,$5.1349,18362811,$5.0794,$5.1904,$5.0079
05/04/2021,$4.7778,28078268,$4.754,$4.8492,$4.7222
05/03/2021,$4.7778,36348240,$4.8413,$4.8706,$4.7336
04/30/2021,$4.873,30092504,$4.9921,$5.0714,$4.8571
04/29/2021,$5.119,28599291,$5.1825,$5.1825,$4.9921
04/28/2021,$5.1349,23211405,$5.0238,$5.1667,$5.0174
04/27/2021,$5.0079,30364563,$4.9762,$5.0556,$4.9484
04/26/2021,$5.00,30389448,$4.881,$5.0079,$4.8413
04/23/2021,$4.8492,45405700,$4.873,$4.9246,$4.7143
